Exposure,Model,Cat_Confounder,Trim,Effect,CI_95ct_lower,CI_95ct_upper,CI_90ct_lower,CI_90ct_upper,Exposure_Unit,Effect_Unit
mean_distance_all_persistent_dealers,naivelogistic,state.urbanicity,5.95,0.9222,0.8639,0.9845,0.8731,0.9742,Mile,Odds
