Exposure,Model,Cat_Confounder,Trim,Effect,CI_95ct_lower,CI_95ct_upper,CI_90ct_lower,CI_90ct_upper,Exposure_Unit,Effect_Unit
mean_distance_all_persistent_dealers,naivenegbin,state.urbanicity,1.99,0.9372,0.8937,0.9829,0.9005,0.9754,Mile,Odds
