Exposure,Model,Cat_Confounder,Trim,Effect,CI_95ct_lower,CI_95ct_upper,CI_90ct_lower,CI_90ct_upper,Exposure_Unit,Effect_Unit
mean_dist_commercial_dealers,naivelogistic,state,5.95,0.9249,0.8921,0.959,0.8973,0.9534,Mile,Odds
