Exposure,Model,Cat_Confounder,Trim,Effect,CI_95ct_lower,CI_95ct_upper,CI_90ct_lower,CI_90ct_upper,Exposure_Unit,Effect_Unit
mean_dist_commercial_dealers,naivenegbin,state,1.99,0.9234,0.8973,0.9503,0.9014,0.9459,Mile,Odds
