Exposure,Model,Cat_Confounder,Trim,Effect,CI_95ct_lower,CI_95ct_upper,CI_90ct_lower,CI_90ct_upper,Exposure_Unit,Effect_Unit
mean_dist_commercial_dealers,naivenegbin,state,5.95,0.9265,0.8941,0.96,0.8993,0.9545,Mile,Odds
