Exposure,Model,Cat_Confounder,Trim,Effect,CI_95ct_lower,CI_95ct_upper,CI_90ct_lower,CI_90ct_upper,Exposure_Unit,Effect_Unit
mean_dist_commercial_dealers,naivenegbin,state.urbanicity,1.99,0.9238,0.8976,0.9508,0.9017,0.9464,Mile,Odds
