Exposure,Model,Cat_Confounder,Trim,Effect,CI_95ct_lower,CI_95ct_upper,CI_90ct_lower,CI_90ct_upper,Exposure_Unit,Effect_Unit
mean_distance_all_persistent_dealers,naivelogistic,state.urbanicity,1.99,0.9364,0.892,0.9829,0.899,0.9753,Mile,Odds
