Exposure,Model,Cat_Confounder,Trim,Exposure_Unit,Effect_Unit,weight_max,weight99,logistic_regression_estimated_odds,lb_95ci,ub_95ci,lb_90ci,ub_90ci,mean_AC_weighted,mean_AC_unadjusted,max_AC_weighted,max_AC_unadjusted
Euclidean Distance to Commercial Dealer,Weight,state.urbanicity,5.95,Mile,Odds,77277078.77,71.88 (99th percentile),0.8907,0.8728,0.909,0.8756,0.906,0.0414319996628557,0.130107492906164,0.0865005981922415,0.325993029586615
